tileid,class,quantile
127464,2,0.273
127465,4,1.0
127468,3,0.716
127469,1,0.039
127471,1,0.037
127472,2,0.246
127473,1,0.025
127474,1,0.082
127475,4,0.928
127476,2,0.129
127477,4,0.999
127478,3,0.616
127479,2,0.186
127480,4,1.0
127481,3,0.899
127482,4,0.963
127483,3,0.814
127484,3,0.769
127485,2,0.401
127486,4,1.0
127487,3,0.623
127488,2,0.496
127489,4,0.956
127490,3,0.822
127491,4,1.0
127492,3,0.664
127493,2,0.237
127494,1,0.039
127495,2,0.248
127496,2,0.451
127497,3,0.679
127498,2,0.295
127499,2,0.169
127500,2,0.249
127501,4,1.0
127502,4,1.0
127503,4,0.949
127504,4,0.994
127505,4,0.999
127506,4,0.995
127507,3,0.711
127508,4,0.989
127509,4,1.0
127510,2,0.168
127511,2,0.47
127512,3,0.557
127513,2,0.159
127514,2,0.213
127515,2,0.149
127516,2,0.269
127518,4,1.0
127520,4,0.991
127521,3,0.68
127522,1,0.045
127524,1,0.065
127525,4,0.998
127631,4,1.0
127632,4,0.977
127634,4,1.0
127635,3,0.886
127636,4,1.0
127637,2,0.153
127638,2,0.214
127639,2,0.342
127640,4,0.909
127641,3,0.657
127642,3,0.529
127643,3,0.573
127644,1,0.011
127645,2,0.104
127646,4,0.917
127654,2,0.276
127655,2,0.339
127656,4,0.999
127657,3,0.506
127658,4,1.0
127659,3,0.565
127660,4,0.994
127661,4,0.978
127662,3,0.781
127667,2,0.148
127668,2,0.266
127670,4,0.951
127671,3,0.779
127672,4,1.0
127673,3,0.772
127674,4,0.967
127678,1,0.056
127679,2,0.138
127680,2,0.296
127681,2,0.422
127685,1,0.044
127686,1,0.045
127687,1,0.078
127691,1,0.082
127692,2,0.222
127693,3,0.868
127694,2,0.136
127986,2,0.422
127987,2,0.465
127988,2,0.245
127989,2,0.274
127990,3,0.544
127991,2,0.28
127992,2,0.407
127993,2,0.175
127994,2,0.162
127995,3,0.881
127996,3,0.641
127997,2,0.464
127998,4,0.968
127999,2,0.183
128000,2,0.477
128001,2,0.492
128003,2,0.396
128004,4,0.986
128006,2,0.475
128007,2,0.486
128008,3,0.578
128010,2,0.3
128011,3,0.763
128012,3,0.642
128014,4,0.964
128015,3,0.871
128020,2,0.473
128022,2,0.101
128023,2,0.426
128024,3,0.591
128025,2,0.455
128026,3,0.868
128027,2,0.417
128028,4,0.906
128029,3,0.591
128033,3,0.838
128043,2,0.208
128164,1,0.097
128165,3,0.64
128166,3,0.692
128167,2,0.241
128168,1,0.063
128170,3,0.804
128171,2,0.328
128174,2,0.252
128175,3,0.603
128176,2,0.433
128177,1,0.024
128178,3,0.593
128179,3,0.781
128180,2,0.257
128181,1,0.027
128182,2,0.158
128183,1,0.065
128184,3,0.539
128185,4,0.994
128186,4,0.979
128187,3,0.768
128188,2,0.34
128189,3,0.789
128190,3,0.724
128191,3,0.54
128192,4,1.0
128193,4,0.909
128195,2,0.136
128196,3,0.659
128197,3,0.873
128198,2,0.156
128199,3,0.728
128200,4,0.904
128202,2,0.383
128204,2,0.216
128205,1,0.081
128206,3,0.592
128207,2,0.153
128208,2,0.488
128209,4,1.0
128210,4,1.0
128211,3,0.537
128212,2,0.177
128213,4,1.0
128214,4,0.991
128215,3,0.738
128216,4,0.949
128217,4,0.999
128218,2,0.438
128219,3,0.679
128220,2,0.329
128223,4,1.0
128224,3,0.56
128225,1,0.084
128226,3,0.706
128227,2,0.145
128229,1,0.03
128230,2,0.239
128231,1,0.034
128232,4,0.994
128233,1,0.099
128234,2,0.293
128235,2,0.146
128339,4,1.0
128341,4,0.997
128342,3,0.725
128343,4,1.0
128344,4,1.0
128345,1,0.097
128346,2,0.249
128347,1,0.075
128348,3,0.689
128349,4,0.956
128350,2,0.321
128351,4,1.0
128352,1,0.057
128353,2,0.123
128363,2,0.194
128364,4,0.937
128365,1,0.075
128366,4,0.919
128367,4,0.917
128368,4,1.0
128369,3,0.501
128370,2,0.407
128371,4,0.964
128372,3,0.706
128373,2,0.443
128374,2,0.389
128378,3,0.528
128379,3,0.562
128380,4,0.921
128381,3,0.589
128394,2,0.117
128395,3,0.592
128399,2,0.422
128400,1,0.044
128401,3,0.685
128402,1,0.069
128695,2,0.319
128696,2,0.363
128697,2,0.326
128698,2,0.19
128699,2,0.219
128700,3,0.653
128701,2,0.285
128702,2,0.336
128703,2,0.402
128704,3,0.602
128705,2,0.217
128706,2,0.293
128707,2,0.362
128708,2,0.413
128709,2,0.127
128713,2,0.12
128715,2,0.323
128716,3,0.601
128718,3,0.627
128719,3,0.64
128720,4,0.985
128721,4,0.958
128722,2,0.454
128728,3,0.851
128730,2,0.36
128731,2,0.199
128732,2,0.26
128734,2,0.411
128737,3,0.713
128739,4,0.96
128741,2,0.358
128745,3,0.864
128747,3,0.877
128750,3,0.676
128751,2,0.179
128872,3,0.728
128873,2,0.414
128874,3,0.87
128875,2,0.125
128876,2,0.41
128877,2,0.343
128878,3,0.658
128880,2,0.47
128881,2,0.266
128882,3,0.633
128883,2,0.447
128884,4,1.0
128885,4,1.0
128886,4,1.0
128887,2,0.372
128888,2,0.42
128889,1,0.098
128890,4,0.955
128891,3,0.633
128892,2,0.404
128893,2,0.339
128894,3,0.515
128895,1,0.091
128896,4,0.933
128897,1,0.043
128898,2,0.213
128899,2,0.437
128900,4,1.0
128903,3,0.828
128904,3,0.767
128907,3,0.511
128908,2,0.279
128909,3,0.855
128912,2,0.241
128913,2,0.496
128914,3,0.565
128915,3,0.606
128916,3,0.885
128917,4,1.0
128918,4,0.999
128919,3,0.722
128920,2,0.363
128921,2,0.199
128922,3,0.685
128923,4,0.948
128924,3,0.596
128925,4,0.988
128926,2,0.123
128927,3,0.623
128928,1,0.037
128929,2,0.373
128930,3,0.702
128932,2,0.219
128934,4,0.988
128935,2,0.27
128936,2,0.244
128937,1,0.099
128938,2,0.16
128939,2,0.372
128940,2,0.449
128941,2,0.261
128942,3,0.518
128943,1,0.027
128944,2,0.112
129045,2,0.357
129047,1,0.067
129048,2,0.239
129049,4,1.0
129050,4,1.0
129051,4,1.0
129052,3,0.562
129053,4,0.995
129054,3,0.88
129055,3,0.583
129056,2,0.19
129057,2,0.116
129058,3,0.62
129059,2,0.145
129060,4,1.0
129061,3,0.589
129070,4,0.928
129071,3,0.855
129072,4,0.912
129075,3,0.827
129076,3,0.568
129077,4,0.998
129078,3,0.523
129079,4,0.999
129080,3,0.655
129081,3,0.706
129082,2,0.22
129086,3,0.858
129087,3,0.528
129088,4,1.0
129089,2,0.375
129103,1,0.088
129108,2,0.325
129109,2,0.149
129110,1,0.09
129404,2,0.265
129405,2,0.24
129406,3,0.53
129407,4,0.971
129408,2,0.491
129409,2,0.294
129410,2,0.119
129411,1,0.078
129412,2,0.129
129413,2,0.307
129414,2,0.2
129415,2,0.158
129416,2,0.42
129417,2,0.19
129419,3,0.536
129420,2,0.226
129422,2,0.307
129423,2,0.279
129424,2,0.162
129425,2,0.297
129426,2,0.397
129427,3,0.86
129430,3,0.554
129431,3,0.858
129432,3,0.555
129433,3,0.864
129434,3,0.868
129437,2,0.453
129438,2,0.383
129439,1,0.063
129440,4,0.903
129441,3,0.715
129442,2,0.452
129444,2,0.299
129445,3,0.746
129458,2,0.298
129459,2,0.365
129580,2,0.134
129581,2,0.252
129582,3,0.689
129583,1,0.072
129584,2,0.125
129585,3,0.648
129586,2,0.194
129587,3,0.586
129588,3,0.512
129589,2,0.442
129590,4,1.0
129591,2,0.325
129592,4,1.0
129593,4,1.0
129594,4,1.0
129595,2,0.33
129596,1,0.098
129597,2,0.158
129598,4,0.916
129599,3,0.691
129600,2,0.425
129601,2,0.282
129602,3,0.513
129603,4,0.962
129604,4,0.9
129605,2,0.164
129606,2,0.158
129607,3,0.765
129608,1,0.014
129609,1,0.048
129610,1,0.008
129611,3,0.799
129612,4,0.982
129613,4,1.0
129614,4,1.0
129615,2,0.196
129616,1,0.097
129617,1,0.045
129618,2,0.217
129619,2,0.205
129620,2,0.328
129621,4,0.947
129622,3,0.531
129623,4,0.916
129624,2,0.346
129625,2,0.431
129626,4,0.91
129627,2,0.455
129628,2,0.426
129629,2,0.144
129630,2,0.102
129631,4,0.977
129633,3,0.678
129634,2,0.117
129635,2,0.34
129636,2,0.103
129637,4,0.988
129639,4,1.0
129640,4,0.911
129641,2,0.271
129642,1,0.032
129643,2,0.129
129644,1,0.097
129646,2,0.422
129647,3,0.839
129648,4,0.916
129649,1,0.06
129650,1,0.084
129651,2,0.157
129652,2,0.262
129653,1,0.087
129752,4,1.0
129753,4,0.944
129755,2,0.389
129756,3,0.746
129757,3,0.749
129758,4,0.955
129759,2,0.44
129760,3,0.84
129761,4,0.988
129763,1,0.014
129764,1,0.028
129765,4,1.0
129766,2,0.303
129767,4,1.0
129768,4,1.0
129769,2,0.119
129772,3,0.745
129778,4,0.983
129783,2,0.331
129784,4,0.988
129785,3,0.723
129786,4,0.958
129787,4,0.976
129788,3,0.776
129789,3,0.562
129790,2,0.299
129792,2,0.396
129793,2,0.324
129794,3,0.709
129795,4,0.955
129796,4,1.0
129811,2,0.17
129817,2,0.141
129818,2,0.176
130113,2,0.357
130114,3,0.561
130115,1,0.052
130116,2,0.479
130117,2,0.209
130118,4,0.966
130119,2,0.187
130120,2,0.159
130121,2,0.287
130122,2,0.319
130123,3,0.745
130124,2,0.208
130125,2,0.358
130126,2,0.261
130128,2,0.121
130129,2,0.227
130132,3,0.687
130133,2,0.302
130135,2,0.331
130136,2,0.483
130137,3,0.575
130138,3,0.874
130141,3,0.852
130142,2,0.481
130143,3,0.859
130145,2,0.362
130146,3,0.727
130147,4,0.954
130148,3,0.549
130149,2,0.268
130152,3,0.802
130158,2,0.233
130159,3,0.864
130160,2,0.459
130161,2,0.46
130163,4,0.969
130164,3,0.729
130165,3,0.689
130166,3,0.843
130285,3,0.546
130286,3,0.749
130288,4,0.993
130289,4,1.0
130290,4,0.955
130291,4,0.993
130292,4,1.0
130293,4,0.996
130294,2,0.49
130295,2,0.359
130296,2,0.433
130297,2,0.422
130298,4,0.983
130299,2,0.369
130300,3,0.793
130301,4,0.98
130302,2,0.486
130303,2,0.354
130305,1,0.076
130306,4,1.0
130307,4,0.934
130308,2,0.142
130309,4,0.91
130310,3,0.519
130311,4,1.0
130312,4,1.0
130313,3,0.541
130314,3,0.658
130315,4,1.0
130316,2,0.297
130317,4,0.926
130318,1,0.087
130319,2,0.25
130320,2,0.254
130321,3,0.74
130322,2,0.39
130323,3,0.777
130324,2,0.331
130325,3,0.508
130326,4,1.0
130327,2,0.455
130328,3,0.671
130329,4,0.982
130330,2,0.463
130331,3,0.688
130332,3,0.709
130333,1,0.045
130334,1,0.023
130335,2,0.278
130336,4,1.0
130337,3,0.758
130339,4,1.0
130340,3,0.568
130341,2,0.444
130343,4,1.0
130345,4,1.0
130346,3,0.548
130347,2,0.108
130348,2,0.175
130349,2,0.187
130350,2,0.105
130351,3,0.816
130352,4,0.994
130353,2,0.293
130355,2,0.137
130356,1,0.017
130357,2,0.405
130358,2,0.18
130359,2,0.137
130360,1,0.057
130361,2,0.114
130362,2,0.232
130462,2,0.392
130463,4,0.99
130464,4,0.975
130465,4,1.0
130466,4,1.0
130467,3,0.716
130468,3,0.798
130471,1,0.026
130472,1,0.006
130473,3,0.701
130474,3,0.817
130475,2,0.335
130486,3,0.557
130493,3,0.552
130494,3,0.727
130496,3,0.629
130497,4,0.96
130498,3,0.533
130499,3,0.811
130501,4,0.953
130502,3,0.844
130503,3,0.624
130504,1,0.037
130519,1,0.047
130520,1,0.064
130822,1,0.045
130823,2,0.402
130824,2,0.326
130825,1,0.073
130826,2,0.362
130827,3,0.811
130828,1,0.094
130829,2,0.348
130830,2,0.403
130831,3,0.674
130832,4,1.0
130833,3,0.806
130834,3,0.788
130835,2,0.178
130836,2,0.266
130837,2,0.473
130838,4,0.92
130840,3,0.763
130841,2,0.332
130842,3,0.785
130843,3,0.878
130845,2,0.169
130846,3,0.581
130847,2,0.487
130848,4,0.979
130850,3,0.741
130853,2,0.305
130854,3,0.689
130855,2,0.488
130856,2,0.38
130857,3,0.798
130858,4,0.92
130859,3,0.847
130861,3,0.872
130864,4,0.978
130865,2,0.435
130866,2,0.42
130867,3,0.701
130868,2,0.362
130869,3,0.867
130870,2,0.155
130873,2,0.139
130994,1,0.045
130995,1,0.073
130996,1,0.07
130997,2,0.212
130998,4,0.949
130999,1,0.056
131000,1,0.05
131001,3,0.586
131002,4,0.955
131003,2,0.202
131004,2,0.146
131005,2,0.242
131006,3,0.564
131007,2,0.238
131008,2,0.492
131009,2,0.193
131010,2,0.251
131011,3,0.698
131012,2,0.238
131013,3,0.611
131014,3,0.607
131015,4,0.997
131016,4,0.944
131017,2,0.219
131018,2,0.378
131019,4,1.0
131020,3,0.844
131021,2,0.39
131022,3,0.853
131023,4,1.0
131024,1,0.088
131025,3,0.856
131026,4,1.0
131027,3,0.559
131029,2,0.258
131030,3,0.52
131031,4,1.0
131032,2,0.144
131033,3,0.501
131034,2,0.113
131035,4,0.991
131036,4,0.995
131037,2,0.347
131038,4,0.946
131039,4,0.945
131040,4,0.998
131041,1,0.012
131042,1,0.089
131043,2,0.159
131044,4,0.952
131045,2,0.332
131046,1,0.034
131047,4,1.0
131048,3,0.782
131049,4,0.994
131051,3,0.728
131053,2,0.28
131054,1,0.066
131055,1,0.019
131056,2,0.237
131057,1,0.026
131058,2,0.127
131059,2,0.217
131060,2,0.123
131061,4,0.99
131062,1,0.055
131063,2,0.207
131064,2,0.451
131065,2,0.235
131066,2,0.305
131067,3,0.731
131068,1,0.047
131069,1,0.083
131070,1,0.088
131071,1,0.009
131169,3,0.831
131170,4,0.904
131171,3,0.887
131172,4,1.0
131173,3,0.669
131174,1,0.021
131175,3,0.606
131178,4,0.936
131179,2,0.301
131180,2,0.234
131181,3,0.861
131182,4,0.969
131183,1,0.051
131192,4,0.909
131193,2,0.148
131204,4,0.982
131205,4,0.935
131206,2,0.321
131207,3,0.562
131208,2,0.421
131209,1,0.098
131210,2,0.274
131211,2,0.214
131212,4,0.973
131227,1,0.016
131228,1,0.075
131230,1,0.024
131530,4,0.922
131532,2,0.277
131533,3,0.597
131534,2,0.104
131535,3,0.827
131536,3,0.614
131537,2,0.419
131538,3,0.869
131539,2,0.362
131540,2,0.243
131541,2,0.497
131542,2,0.325
131543,3,0.605
131544,3,0.736
131545,2,0.326
131546,3,0.864
131548,2,0.128
131549,2,0.435
131550,4,0.968
131551,2,0.315
131552,3,0.669
131553,4,0.967
131554,2,0.481
131555,3,0.872
131558,2,0.457
131561,3,0.763
131562,2,0.135
131563,2,0.336
131564,3,0.572
131565,2,0.411
131566,3,0.865
131570,2,0.245
131571,2,0.467
131573,2,0.149
131574,3,0.512
131575,3,0.6
131576,2,0.228
131580,3,0.571
131581,3,0.654
131669,3,0.569
131670,1,0.074
131696,2,0.267
131697,3,0.619
131698,4,1.0
131699,2,0.128
131700,3,0.728
131702,4,0.948
131703,1,0.06
131704,1,0.011
131705,4,0.941
131706,4,0.938
131707,4,1.0
131708,2,0.422
131709,2,0.426
131710,4,1.0
131711,4,0.99
131712,3,0.702
131713,2,0.267
131714,2,0.412
131715,2,0.247
131716,1,0.062
131717,2,0.389
131718,2,0.392
131719,2,0.269
131720,4,0.997
131721,1,0.096
131722,1,0.01
131723,4,0.989
131724,3,0.749
131725,3,0.719
131726,2,0.176
131727,2,0.173
131728,1,0.073
131729,2,0.495
131730,4,0.921
131731,3,0.739
131732,2,0.141
131735,2,0.347
131736,2,0.163
131739,4,1.0
131740,3,0.737
131741,2,0.168
131742,2,0.277
131743,2,0.202
131745,4,0.985
131746,2,0.415
131747,3,0.827
131748,2,0.329
131749,3,0.728
131750,2,0.255
131751,3,0.836
131752,3,0.597
131753,2,0.241
131755,3,0.622
131756,3,0.56
131757,2,0.343
131759,2,0.434
131760,3,0.532
131761,1,0.036
131762,4,1.0
131764,3,0.608
131765,4,1.0
131766,2,0.225
131767,4,0.991
131768,2,0.397
131769,1,0.095
131770,2,0.21
131771,2,0.321
131772,2,0.352
131773,2,0.151
131774,1,0.056
131775,2,0.238
131776,2,0.215
131777,4,1.0
131778,4,1.0
131779,2,0.117
131876,4,0.937
131877,4,1.0
131878,4,1.0
131879,4,0.999
131880,2,0.389
131881,4,1.0
131886,3,0.738
131887,4,1.0
131888,4,0.999
131889,2,0.341
131890,4,1.0
131891,3,0.537
131900,2,0.328
131901,4,0.983
131912,2,0.123
131913,3,0.77
131914,3,0.693
131915,3,0.553
131916,4,0.943
131918,4,0.984
131919,4,0.994
131920,1,0.064
131921,3,0.835
131922,2,0.126
131938,1,0.071
132238,2,0.444
132239,3,0.639
132240,2,0.326
132241,2,0.156
132242,2,0.244
132243,3,0.622
132244,1,0.03
132245,3,0.82
132246,2,0.306
132247,2,0.391
132248,2,0.248
132249,3,0.775
132250,2,0.174
132251,4,0.9
132252,3,0.704
132253,3,0.855
132254,2,0.402
132255,2,0.105
132256,2,0.338
132257,3,0.711
132258,3,0.858
132260,2,0.377
132261,3,0.859
132262,3,0.881
132263,2,0.484
132264,2,0.149
132268,2,0.483
132269,3,0.669
132270,2,0.203
132271,3,0.6
132272,2,0.286
132273,3,0.795
132275,2,0.363
132278,3,0.864
132279,3,0.536
132280,3,0.739
132281,2,0.472
132282,4,0.955
132283,2,0.225
132284,2,0.486
132286,3,0.859
132287,4,1.0
132288,2,0.245
132374,1,0.091
132375,4,0.977
132376,4,0.992
132377,2,0.491
132378,2,0.258
132379,1,0.065
132380,1,0.08
132381,4,1.0
132387,2,0.208
132388,2,0.279
132389,1,0.055
132403,2,0.158
132404,2,0.309
132405,1,0.073
132406,1,0.027
132407,2,0.205
132408,4,1.0
132409,2,0.369
132410,4,0.998
132411,1,0.062
132412,2,0.125
132413,3,0.579
132414,2,0.245
132415,3,0.832
132416,3,0.614
132417,2,0.134
132418,4,0.953
132419,2,0.377
132420,1,0.061
132421,2,0.399
132422,2,0.165
132423,1,0.081
132424,2,0.127
132425,2,0.361
132426,2,0.106
132427,2,0.237
132428,2,0.283
132429,4,0.996
132430,4,0.997
132431,3,0.877
132432,2,0.263
132433,4,0.942
132434,4,0.997
132435,2,0.254
132436,2,0.112
132437,4,0.91
132438,2,0.244
132439,3,0.555
132440,2,0.22
132442,3,0.764
132443,2,0.363
132447,3,0.521
132448,2,0.134
132449,1,0.047
132450,3,0.509
132451,2,0.466
132452,4,1.0
132453,4,1.0
132454,4,1.0
132455,2,0.143
132456,1,0.019
132457,2,0.375
132458,3,0.871
132459,3,0.613
132460,2,0.208
132464,3,0.638
132465,2,0.142
132467,2,0.241
132468,2,0.138
132469,1,0.095
132470,2,0.148
132471,2,0.231
132475,2,0.327
132476,2,0.457
132478,2,0.158
132480,3,0.796
132481,2,0.178
132482,2,0.244
132483,1,0.009
132484,4,1.0
132486,4,1.0
132487,1,0.028
132488,2,0.126
132489,2,0.279
132583,3,0.709
132584,2,0.447
132585,4,1.0
132586,4,1.0
132587,4,1.0
132588,4,1.0
132589,1,0.081
132593,3,0.557
132594,2,0.397
132595,1,0.036
132596,4,0.993
132597,2,0.309
132598,4,1.0
132599,2,0.268
132608,4,0.989
132620,2,0.131
132621,1,0.052
132622,1,0.052
132623,3,0.704
132624,4,0.951
132625,3,0.791
132626,3,0.88
132627,3,0.514
132628,3,0.616
132629,2,0.487
132630,3,0.524
132631,1,0.056
132632,1,0.055
132646,1,0.052
132946,3,0.535
132947,2,0.391
132948,2,0.421
132949,2,0.183
132950,2,0.48
132951,2,0.244
132952,2,0.224
132953,3,0.643
132954,2,0.44
132955,2,0.356
132956,2,0.178
132957,2,0.2
132958,3,0.707
132959,2,0.358
132960,2,0.18
132961,3,0.545
132962,3,0.729
132964,2,0.448
132965,3,0.588
132967,3,0.518
132968,2,0.48
132969,3,0.696
132971,3,0.713
132972,3,0.861
132974,3,0.65
132975,3,0.61
132976,2,0.426
132977,3,0.767
132978,2,0.226
132979,2,0.331
132981,4,0.996
132982,4,0.922
132983,4,1.0
132984,3,0.862
132985,3,0.605
132986,3,0.804
132988,4,0.996
132989,3,0.704
132990,3,0.887
132991,3,0.509
132992,2,0.341
132993,3,0.888
132994,4,1.0
132995,4,1.0
132996,1,0.021
133081,3,0.632
133082,2,0.386
133083,4,0.932
133084,3,0.638
133085,4,0.909
133086,1,0.099
133087,2,0.19
133088,3,0.503
133089,3,0.531
133090,3,0.738
133091,2,0.254
133092,1,0.027
133093,1,0.087
133094,2,0.161
133095,2,0.17
133096,1,0.085
133097,2,0.211
133098,1,0.096
133099,2,0.389
133100,2,0.391
133111,1,0.071
133112,1,0.06
133113,2,0.132
133114,1,0.038
133115,3,0.529
133116,4,0.935
133117,2,0.136
133118,3,0.789
133119,2,0.28
133120,3,0.612
133121,4,1.0
133122,4,1.0
133123,2,0.336
133124,3,0.525
133125,3,0.715
133126,2,0.216
133127,3,0.845
133128,3,0.507
133129,2,0.267
133130,2,0.102
133131,2,0.472
133132,4,0.935
133133,3,0.538
133134,3,0.512
133135,2,0.124
133136,2,0.159
133137,2,0.449
133138,4,0.916
133139,4,0.954
133140,4,0.976
133141,2,0.108
133142,1,0.064
133143,2,0.319
133144,4,0.997
133151,2,0.195
133152,2,0.103
133153,2,0.125
133155,2,0.331
133156,2,0.386
133158,3,0.609
133160,3,0.623
133161,2,0.435
133162,3,0.678
133164,2,0.12
133170,3,0.593
133172,3,0.842
133173,2,0.201
133174,2,0.249
133175,2,0.189
133176,2,0.301
133177,2,0.47
133178,4,0.967
133179,2,0.267
133180,1,0.035
133181,2,0.383
133182,1,0.038
133183,2,0.248
133184,1,0.1
133185,1,0.098
133187,4,0.993
133189,2,0.112
133190,2,0.26
133191,3,0.806
133192,4,0.963
133193,2,0.139
133194,2,0.106
133195,1,0.091
133196,1,0.083
133197,2,0.117
133291,3,0.804
133292,3,0.549
133293,3,0.886
133294,4,0.99
133295,4,1.0
133296,4,1.0
133301,1,0.029
133302,4,0.906
133303,4,0.999
133304,4,1.0
133305,4,1.0
133306,4,0.987
133307,1,0.048
133330,1,0.032
133331,2,0.305
133332,4,1.0
133333,2,0.294
133334,4,0.91
133335,3,0.715
133336,4,0.98
133337,2,0.207
133338,3,0.713
133339,2,0.225
133340,3,0.562
133341,3,0.813
133342,2,0.363
133351,2,0.405
133654,3,0.817
133655,2,0.339
133656,2,0.396
133657,3,0.724
133658,3,0.609
133659,2,0.438
133660,2,0.394
133661,2,0.496
133662,2,0.219
133663,2,0.305
133664,2,0.197
133665,2,0.142
133666,2,0.177
133667,3,0.668
133668,2,0.445
133669,3,0.826
133670,3,0.565
133671,2,0.424
133672,2,0.267
133673,1,0.093
133674,3,0.821
133679,4,0.919
133682,3,0.848
133683,2,0.318
133684,3,0.651
133685,1,0.058
133686,3,0.574
133687,2,0.359
133688,3,0.547
133689,4,0.926
133690,4,0.997
133691,4,1.0
133692,2,0.256
133693,2,0.19
133694,1,0.091
133695,2,0.233
133696,3,0.595
133697,3,0.741
133698,2,0.146
133699,4,0.91
133700,3,0.516
133701,3,0.628
133702,2,0.488
133788,1,0.068
133789,4,1.0
133790,3,0.831
133791,3,0.882
133792,2,0.42
133793,2,0.15
133794,1,0.09
133795,2,0.236
133796,2,0.423
133797,2,0.46
133798,2,0.318
133799,2,0.226
133800,2,0.157
133801,2,0.17
133802,2,0.128
133803,2,0.133
133804,2,0.136
133805,2,0.243
133806,2,0.14
133807,2,0.476
133808,1,0.013
133809,2,0.401
133810,2,0.188
133811,1,0.019
133818,2,0.24
133819,2,0.137
133820,1,0.027
133821,1,0.068
133822,1,0.027
133823,2,0.314
133824,2,0.486
133825,2,0.292
133826,2,0.127
133827,1,0.073
133828,3,0.78
133829,4,1.0
133830,4,0.983
133831,3,0.519
133832,3,0.894
133833,2,0.264
133835,2,0.197
133836,2,0.357
133837,2,0.43
133838,2,0.134
133839,3,0.589
133840,2,0.106
133841,3,0.733
133842,2,0.133
133843,2,0.372
133844,2,0.439
133845,2,0.311
133847,2,0.256
133848,3,0.833
133849,1,0.077
133850,1,0.042
133851,4,1.0
133852,2,0.423
133853,3,0.528
133854,2,0.403
133859,2,0.139
133862,4,1.0
133863,2,0.353
133864,2,0.438
133865,2,0.324
133867,2,0.427
133869,3,0.793
133870,2,0.407
133871,3,0.623
133872,2,0.113
133879,2,0.168
133880,2,0.425
133881,2,0.428
133882,1,0.054
133883,2,0.383
133884,2,0.102
133885,3,0.612
133886,2,0.293
133887,2,0.16
133888,2,0.465
133892,2,0.195
133893,2,0.116
133894,2,0.448
133895,4,1.0
133896,3,0.634
133897,1,0.051
133898,4,0.992
133900,3,0.679
133901,1,0.088
133902,1,0.056
133903,2,0.121
133904,2,0.239
133905,1,0.09
133969,1,0.034
133970,1,0.035
133998,2,0.5
133999,1,0.038
134000,4,0.999
134009,2,0.163
134010,4,1.0
134011,4,1.0
134012,4,1.0
134013,4,0.992
134014,3,0.89
134039,4,0.999
134040,4,0.915
134041,1,0.034
134042,2,0.344
134043,4,0.992
134044,3,0.577
134045,1,0.047
134050,2,0.408
134051,2,0.244
134052,2,0.117
134058,2,0.34
134059,3,0.601
134060,1,0.078
134362,2,0.278
134363,3,0.861
134364,4,1.0
134365,3,0.775
134366,4,1.0
134367,3,0.851
134368,2,0.393
134369,2,0.453
134370,2,0.272
134371,2,0.233
134372,2,0.369
134373,2,0.132
134374,2,0.202
134375,3,0.763
134376,2,0.124
134378,2,0.127
134379,3,0.873
134380,2,0.366
134381,2,0.152
134382,2,0.199
134383,2,0.407
134385,2,0.257
134386,3,0.563
134387,4,1.0
134389,2,0.323
134390,3,0.857
134391,2,0.246
134393,4,0.95
134394,2,0.314
134396,4,0.913
134397,4,0.993
134398,4,1.0
134399,4,1.0
134400,4,1.0
134401,2,0.155
134402,2,0.178
134495,1,0.029
134496,4,0.931
134497,4,0.997
134498,4,0.962
134499,2,0.484
134500,2,0.148
134501,1,0.095
134502,2,0.275
134503,3,0.735
134504,3,0.529
134505,2,0.187
134506,2,0.392
134507,3,0.86
134508,2,0.474
134509,1,0.042
134510,1,0.082
134511,1,0.09
134512,2,0.126
134513,1,0.1
134514,2,0.164
134515,1,0.078
134516,1,0.053
134517,3,0.629
134518,4,0.971
134519,1,0.078
134520,4,0.982
134521,1,0.041
134522,1,0.074
134523,1,0.003
134524,1,0.054
134525,4,1.0
134526,2,0.238
134527,3,0.696
134528,1,0.024
134529,2,0.116
134530,1,0.02
134531,2,0.417
134532,4,1.0
134533,4,1.0
134534,3,0.503
134535,2,0.278
134536,3,0.639
134537,3,0.88
134538,2,0.445
134539,2,0.433
134540,2,0.103
134541,2,0.303
134542,2,0.105
134543,1,0.087
134544,2,0.383
134545,4,0.98
134546,4,0.998
134547,2,0.157
134548,2,0.405
134549,2,0.137
134550,2,0.374
134551,2,0.137
134552,3,0.656
134553,2,0.277
134554,2,0.26
134555,4,0.925
134556,2,0.329
134557,2,0.451
134558,4,0.994
134559,2,0.259
134560,2,0.38
134561,3,0.679
134562,2,0.138
134567,4,1.0
134571,3,0.501
134572,3,0.701
134573,2,0.332
134576,2,0.38
134577,2,0.315
134578,3,0.528
134579,4,0.999
134580,3,0.661
134584,2,0.34
134585,2,0.427
134587,2,0.101
134588,3,0.585
134589,1,0.032
134590,1,0.097
134591,2,0.252
134592,1,0.039
134593,3,0.661
134594,3,0.721
134595,2,0.489
134596,2,0.113
134599,2,0.277
134600,2,0.13
134601,2,0.136
134602,2,0.373
134603,3,0.69
134604,3,0.588
134605,2,0.101
134606,2,0.172
134607,2,0.176
134608,2,0.204
134609,1,0.042
134610,2,0.112
134611,4,1.0
134612,2,0.278
134613,1,0.045
134614,4,0.986
134676,1,0.086
134677,4,1.0
134678,4,1.0
134679,2,0.176
134680,2,0.138
134716,1,0.083
