tileid,class,quantile
148839,4,0.996
148872,4,1.0
148875,4,1.0
148876,4,1.0
148877,4,1.0
148878,4,1.0
148879,4,1.0
148880,4,1.0
148881,2,0.456
148882,3,0.644
148883,3,0.842
148884,2,0.484
148885,3,0.758
148886,4,0.999
148892,4,1.0
148893,3,0.614
148917,4,1.0
148918,4,0.999
149185,2,0.233
149188,4,1.0
149191,4,0.962
149198,4,0.964
149199,4,0.999
149470,4,1.0
149533,4,1.0
149534,4,1.0
149535,4,1.0
149536,4,1.0
149538,2,0.302
149540,2,0.124
149541,3,0.65
149542,2,0.314
149544,2,0.307
149545,1,0.069
149546,3,0.515
149547,3,0.678
149548,2,0.212
149549,4,1.0
149574,4,0.922
149575,4,1.0
149576,4,1.0
149577,1,0.04
149580,4,1.0
149582,4,1.0
149583,4,1.0
149584,4,1.0
149585,4,1.0
149587,4,1.0
149588,4,1.0
149589,2,0.465
149590,4,1.0
149591,3,0.781
149592,4,1.0
149593,4,1.0
149594,4,0.999
149599,4,1.0
149625,4,1.0
149627,4,1.0
149628,2,0.462
149899,2,0.236
149907,4,1.0
149908,4,1.0
150178,4,1.0
150181,4,1.0
150201,4,0.997
150239,4,1.0
150240,4,1.0
150241,4,1.0
150242,4,1.0
150244,4,1.0
150245,4,1.0
150246,4,1.0
150247,2,0.301
150248,2,0.158
150249,4,1.0
150250,4,1.0
150251,2,0.301
150252,3,0.635
150253,2,0.345
150256,1,0.081
150257,2,0.34
150283,4,1.0
150284,4,1.0
150285,4,1.0
150286,4,1.0
150291,4,1.0
150292,4,1.0
150293,4,1.0
150296,4,1.0
150297,4,1.0
150298,4,1.0
150299,4,1.0
150300,4,1.0
150301,4,1.0
150302,4,1.0
150306,4,1.0
150333,4,1.0
150336,3,0.759
150596,2,0.121
150611,2,0.115
150614,4,1.0
150615,4,1.0
150646,4,0.964
150647,1,0.084
150667,2,0.21
150668,4,1.0
150885,4,1.0
150889,4,1.0
150947,4,1.0
150948,4,1.0
150949,4,1.0
150950,4,1.0
150951,4,1.0
150952,4,1.0
150953,4,1.0
150954,2,0.311
150955,2,0.13
150956,2,0.154
150957,4,1.0
150958,4,1.0
150959,2,0.13
150960,2,0.155
150962,3,0.692
150966,2,0.273
150967,4,1.0
150991,4,1.0
150992,4,1.0
150994,4,1.0
150999,4,0.969
151000,4,1.0
151001,4,1.0
151004,4,1.0
151005,4,1.0
151006,4,1.0
151007,4,1.0
151008,4,1.0
151009,4,1.0
151013,4,1.0
151041,4,1.0
151044,4,1.0
151307,4,1.0
151309,4,0.985
151312,4,1.0
151314,4,1.0
151316,4,1.0
151317,4,0.997
151318,4,1.0
151319,3,0.706
151320,4,1.0
151322,4,1.0
151323,4,1.0
151353,4,1.0
151354,4,1.0
151355,4,1.0
151368,4,1.0
151369,2,0.175
151370,3,0.648
151374,4,1.0
151375,4,1.0
151376,4,1.0
151377,4,1.0
151379,4,1.0
151382,4,1.0
151476,1,0.001
151477,2,0.138
151592,4,1.0
151593,4,1.0
151594,4,1.0
151656,4,1.0
151657,4,1.0
151658,4,0.963
151659,4,0.994
151660,2,0.329
151661,2,0.3
151662,3,0.68
151663,2,0.138
151664,2,0.428
151665,2,0.324
151666,2,0.147
151667,1,0.089
151668,2,0.181
151675,2,0.288
151676,2,0.322
151699,4,0.998
151700,3,0.736
151706,4,1.0
151707,4,1.0
151708,4,1.0
151709,4,1.0
151713,4,1.0
151714,4,1.0
151715,4,1.0
151716,4,1.0
151720,4,1.0
151721,2,0.102
151726,4,1.0
151727,4,1.0
151728,4,1.0
151750,4,1.0
151752,4,1.0
152017,4,1.0
152018,3,0.806
152019,4,1.0
152020,4,0.932
152021,4,1.0
152022,2,0.416
152023,4,1.0
152024,4,1.0
152072,4,1.0
152076,4,1.0
152077,4,1.0
152299,4,1.0
152300,4,1.0
152301,4,1.0
152362,4,1.0
152363,4,1.0
152364,4,1.0
152365,4,1.0
152368,4,1.0
152369,2,0.32
152370,2,0.333
152371,2,0.149
152372,2,0.167
152373,2,0.339
152374,2,0.144
152375,2,0.337
152407,4,0.972
152409,4,1.0
152414,4,1.0
152415,4,1.0
152416,3,0.599
152418,4,1.0
152427,4,1.0
152428,1,0.049
152434,4,1.0
152436,4,1.0
152437,4,1.0
152716,4,1.0
152717,4,0.993
152720,3,0.777
152724,4,1.0
152725,4,0.993
152726,1,0.008
152727,1,0.069
152728,2,0.105
152729,2,0.183
152730,4,1.0
152731,4,1.0
152732,3,0.576
152779,4,1.0
152783,4,1.0
152784,4,1.0
152985,4,1.0
153008,4,1.0
153009,4,1.0
153070,1,0.022
153071,4,1.0
153072,4,1.0
153074,4,1.0
153075,4,1.0
153076,4,1.0
153077,4,1.0
153078,4,1.0
153079,4,1.0
153080,4,0.96
153081,2,0.316
153083,4,1.0
153094,3,0.569
153115,4,0.986
153117,4,1.0
153122,4,1.0
153123,3,0.792
153124,3,0.887
153125,4,1.0
153126,4,0.947
153135,4,1.0
153136,2,0.481
153142,4,1.0
153143,4,1.0
153144,4,1.0
153145,4,1.0
153146,4,1.0
153321,4,1.0
153322,4,0.982
153426,4,1.0
153428,2,0.192
153429,4,1.0
153430,3,0.638
153431,4,1.0
153432,4,0.985
153433,4,1.0
153434,2,0.287
153435,4,1.0
153437,4,1.0
153438,4,1.0
153439,4,1.0
153451,1,0.018
153491,4,1.0
153693,4,0.97
153707,3,0.801
153715,4,1.0
153716,4,1.0
153717,4,1.0
153778,4,1.0
153780,4,1.0
153781,4,1.0
153782,4,1.0
153783,4,1.0
153784,4,1.0
153785,4,1.0
153787,2,0.325
153788,2,0.308
153789,2,0.454
153791,4,1.0
153798,4,1.0
153802,4,1.0
153803,3,0.831
153804,4,1.0
153823,4,1.0
153824,4,1.0
153825,4,1.0
153827,4,1.0
153831,4,1.0
153832,3,0.869
153833,4,1.0
153843,4,1.0
153844,2,0.232
153851,4,1.0
153852,4,1.0
153853,4,1.0
153854,4,1.0
154133,4,0.993
154134,4,0.998
154135,4,1.0
154136,4,1.0
154137,4,1.0
154138,3,0.885
154139,4,1.0
154140,4,1.0
154141,4,0.996
154142,4,1.0
154143,4,1.0
154144,4,1.0
154145,4,1.0
154146,4,1.0
154189,4,1.0
154190,4,1.0
154423,4,1.0
154486,4,1.0
154488,4,1.0
154489,4,1.0
154490,4,1.0
154491,4,1.0
154492,4,1.0
154493,4,1.0
154494,2,0.359
154495,2,0.33
154496,2,0.307
154497,4,1.0
154498,4,1.0
154500,3,0.829
154503,4,1.0
154504,4,1.0
154506,4,1.0
154507,4,1.0
154511,4,1.0
154512,4,1.0
154513,4,1.0
154514,4,1.0
154530,4,1.0
154531,4,1.0
154533,3,0.736
154540,4,1.0
154541,4,1.0
154552,2,0.255
154553,3,0.878
154560,4,1.0
154561,4,0.999
154736,2,0.404
154838,3,0.511
154841,4,1.0
154842,3,0.564
154843,4,1.0
154845,4,0.972
154846,4,1.0
154847,4,1.0
154848,2,0.236
154849,4,1.0
154854,4,1.0
154869,2,0.178
154896,4,1.0
154897,4,1.0
155190,4,0.952
155191,4,0.998
155194,4,1.0
155195,4,1.0
155197,4,1.0
155198,4,1.0
155199,4,0.976
155200,4,1.0
155201,4,1.0
155202,1,0.041
155203,4,1.0
155204,4,1.0
155205,4,1.0
155206,4,1.0
155207,4,1.0
155208,2,0.359
155210,4,1.0
155211,3,0.722
155212,4,0.999
155215,4,1.0
155219,4,1.0
155220,4,1.0
155221,4,1.0
155222,4,1.0
155238,4,1.0
155239,4,1.0
155240,4,1.0
155241,4,1.0
155242,4,1.0
155243,4,1.0
155259,4,1.0
155260,2,0.163
155261,2,0.356
155262,2,0.422
155263,2,0.201
155268,4,1.0
155269,4,1.0
155440,1,0.013
155441,1,0.004
155547,4,0.98
155553,4,1.0
155555,4,1.0
155559,4,1.0
155560,4,1.0
155561,4,1.0
155577,4,1.0
155583,2,0.22
155601,4,1.0
155835,4,0.999
155836,4,1.0
155837,4,1.0
155897,4,1.0
155898,3,0.728
155899,4,0.991
155900,4,0.999
155902,4,1.0
155903,4,1.0
155904,4,1.0
155905,4,1.0
155906,4,1.0
155907,3,0.715
155908,4,0.991
155909,4,1.0
155910,4,1.0
155911,4,1.0
155912,4,1.0
155913,2,0.331
155914,4,1.0
155915,4,1.0
155916,2,0.345
155917,2,0.316
155918,2,0.341
155919,4,1.0
155920,4,1.0
155921,4,1.0
155922,4,1.0
155924,4,1.0
155930,4,1.0
155946,3,0.505
155947,4,0.988
155948,4,0.992
155949,4,1.0
155962,2,0.203
155967,4,1.0
155968,4,0.998
155969,4,0.999
155970,4,1.0
155975,3,0.874
155976,4,0.952
155977,4,1.0
155978,1,0.065
156254,3,0.657
156260,4,1.0
156267,4,1.0
156307,4,1.0
156543,4,1.0
156544,4,1.0
156604,4,1.0
156605,3,0.716
156606,1,0.056
156607,4,1.0
156608,4,1.0
156609,4,1.0
156610,4,0.982
156611,4,1.0
156612,4,1.0
156613,4,1.0
156616,4,0.953
156617,4,0.991
156620,4,1.0
156621,4,1.0
156622,4,1.0
156624,4,1.0
156625,3,0.711
156627,4,1.0
156628,4,1.0
156629,3,0.581
156630,3,0.593
156631,4,1.0
156632,4,1.0
156633,4,1.0
156635,4,0.996
156636,4,1.0
156638,4,1.0
156639,4,1.0
156640,4,1.0
156641,4,1.0
156645,4,0.975
156648,4,1.0
156654,4,1.0
156655,3,0.818
156656,4,0.984
156657,4,1.0
156665,4,1.0
156666,4,1.0
156674,4,1.0
156675,4,1.0
156676,4,1.0
156678,4,1.0
156680,4,1.0
156681,4,1.0
156682,4,1.0
156683,4,1.0
156684,4,1.0
156685,4,1.0
156686,4,1.0
156687,4,1.0
156688,4,1.0
156689,4,1.0
156690,4,1.0
156968,4,1.0
156970,4,1.0
156971,2,0.461
156977,1,0.092
157012,4,1.0
157013,4,0.998
157291,4,0.997
157312,4,1.0
157313,4,1.0
157314,4,0.984
157315,2,0.369
157316,2,0.216
157318,4,1.0
157319,4,1.0
157320,4,1.0
157322,4,1.0
157323,4,1.0
157324,4,0.977
157325,4,1.0
157326,4,0.994
157327,3,0.743
157330,4,1.0
157331,4,1.0
157332,4,1.0
157336,4,1.0
157337,4,1.0
157338,3,0.61
157341,4,1.0
157342,4,1.0
157343,4,1.0
157346,4,1.0
157347,4,1.0
157348,4,1.0
157349,4,1.0
157350,4,1.0
157351,4,1.0
157352,4,1.0
157353,4,1.0
157356,4,1.0
157362,3,0.549
157363,4,1.0
157364,4,1.0
157365,4,1.0
157369,4,1.0
157386,4,1.0
157387,4,1.0
157388,4,1.0
157389,4,1.0
157390,4,1.0
157391,4,1.0
157392,4,1.0
157393,4,1.0
157394,4,1.0
157395,4,1.0
157396,4,1.0
157397,4,1.0
157398,4,1.0
157399,4,0.993
157400,2,0.297
157401,1,0.096
157413,4,1.0
157414,4,1.0
157675,4,1.0
157676,4,0.995
157715,4,1.0
157716,4,1.0
157717,4,1.0
157718,4,1.0
157994,4,1.0
157995,4,1.0
157996,4,1.0
158020,4,1.0
158022,4,1.0
158023,4,0.993
158024,4,1.0
158025,3,0.728
158026,4,1.0
158027,4,1.0
158028,4,1.0
158029,4,1.0
158031,4,0.976
158032,4,1.0
158033,4,1.0
158034,4,1.0
158035,3,0.73
158036,2,0.363
158037,4,1.0
158039,4,1.0
158052,4,1.0
158053,4,1.0
158054,4,1.0
158055,4,1.0
158056,4,1.0
158057,4,1.0
158058,4,1.0
158059,4,1.0
158060,4,1.0
158061,4,1.0
158063,4,1.0
158064,4,1.0
158071,4,0.99
158072,3,0.834
158076,4,1.0
158077,4,1.0
158082,4,1.0
158095,4,1.0
158096,4,1.0
158097,4,1.0
158098,4,1.0
158099,4,0.969
158100,4,1.0
158101,4,1.0
158102,4,1.0
158103,4,1.0
158104,4,1.0
158105,4,1.0
158106,4,1.0
158107,1,0.013
158108,2,0.163
158109,2,0.278
158110,4,1.0
158111,4,1.0
158112,4,1.0
158113,4,1.0
158121,4,1.0
158122,4,1.0
158123,4,1.0
158376,3,0.529
158383,4,0.995
158424,4,0.945
158703,4,1.0
158704,4,1.0
158705,3,0.597
158727,4,0.996
158728,4,1.0
158729,4,1.0
158732,4,0.996
158733,2,0.408
158734,4,0.936
158735,4,1.0
158736,4,1.0
158739,4,1.0
158740,4,0.901
158741,2,0.375
158742,2,0.35
158743,4,1.0
158748,4,1.0
158752,4,1.0
158753,4,1.0
158759,3,0.888
158761,4,1.0
158762,4,1.0
158763,4,1.0
158764,1,0.094
158765,4,1.0
158766,4,1.0
158767,4,1.0
158768,4,1.0
158769,4,1.0
158770,4,1.0
158771,4,1.0
158772,4,1.0
158776,3,0.54
158777,4,1.0
158779,3,0.581
158795,4,1.0
158797,4,1.0
158801,4,1.0
158802,4,1.0
158803,4,0.999
158804,4,1.0
158805,2,0.452
158806,2,0.227
158807,3,0.839
158808,4,1.0
158809,4,1.0
158810,4,1.0
158811,4,1.0
158812,4,1.0
158813,4,1.0
158814,4,1.0
158815,2,0.106
158816,4,1.0
158817,4,1.0
158818,4,1.0
158819,4,1.0
158820,4,1.0
158821,4,0.991
158822,3,0.574
158829,4,1.0
158831,4,1.0
159087,2,0.169
159095,4,0.978
159098,4,1.0
159373,2,0.129
159411,4,1.0
159412,4,1.0
159413,2,0.337
159440,3,0.741
159441,4,1.0
159442,4,1.0
159443,4,1.0
159444,4,1.0
159445,4,0.985
159447,2,0.366
159448,4,1.0
159450,4,1.0
159452,4,1.0
159454,4,1.0
159455,4,1.0
159457,4,1.0
159467,4,1.0
159468,4,1.0
159469,4,1.0
159470,4,1.0
159471,3,0.668
159472,4,0.972
159473,4,0.999
159474,4,1.0
159475,4,1.0
159476,4,1.0
159477,4,1.0
159478,4,1.0
159479,4,1.0
159480,4,1.0
159492,4,1.0
159495,4,0.966
159501,4,1.0
159502,4,1.0
159503,4,1.0
159504,4,1.0
159505,4,1.0
159510,4,1.0
159511,4,1.0
159512,4,1.0
159513,4,1.0
159514,4,0.974
159515,4,1.0
159516,4,1.0
159517,4,1.0
159518,4,1.0
159519,4,1.0
159520,4,1.0
159521,4,1.0
159522,4,1.0
159523,4,1.0
159524,4,1.0
159525,4,1.0
159526,4,1.0
159527,4,1.0
159528,4,1.0
159529,4,1.0
159530,4,1.0
159531,4,0.999
159532,4,1.0
159537,4,1.0
159538,4,1.0
159539,4,1.0
159540,4,1.0
159784,1,0.098
159795,3,0.802
160070,3,0.539
160081,4,0.988
160083,4,1.0
160084,3,0.571
160099,4,1.0
160113,1,0.017
160114,4,1.0
160116,4,1.0
160118,4,1.0
160148,4,1.0
160149,3,0.72
160150,4,0.992
160152,4,1.0
160154,4,0.984
160155,2,0.41
160156,4,1.0
160161,4,0.994
160166,4,1.0
160167,4,1.0
160170,4,1.0
160173,4,1.0
160176,4,1.0
160177,4,1.0
160178,4,1.0
160180,4,1.0
160181,4,1.0
160182,3,0.525
160183,2,0.406
160184,4,0.916
160185,4,1.0
160186,4,1.0
160187,4,1.0
160188,4,1.0
160189,4,1.0
160192,4,1.0
160200,4,1.0
160201,4,1.0
160202,4,1.0
160205,4,1.0
160206,4,1.0
160209,4,1.0
160210,4,1.0
160211,4,1.0
160212,4,1.0
160213,4,1.0
160221,4,1.0
160222,4,1.0
160223,4,1.0
160224,4,1.0
160225,4,1.0
160226,4,1.0
160227,4,0.997
160228,4,1.0
160229,4,1.0
160230,4,1.0
160231,4,1.0
160232,4,1.0
160233,4,1.0
160234,4,1.0
160235,4,1.0
160236,4,1.0
160237,4,0.972
160238,4,1.0
160239,4,1.0
160240,4,1.0
160241,3,0.809
160245,3,0.524
160246,4,1.0
160253,4,1.0
160497,4,1.0
160498,4,0.997
160778,4,0.984
160792,4,1.0
160806,4,0.988
160822,4,1.0
160823,4,1.0
160825,4,1.0
160846,1,0.016
160847,2,0.293
160858,4,1.0
160860,4,1.0
160861,4,0.989
160862,4,1.0
160864,4,1.0
160865,4,0.978
160866,4,0.982
160867,4,1.0
160874,4,1.0
160875,4,1.0
160880,4,1.0
160881,4,1.0
160882,4,1.0
160883,4,1.0
160884,4,0.972
160885,4,1.0
160886,4,1.0
160888,4,1.0
160889,4,1.0
160890,4,1.0
160891,1,0.023
160892,4,1.0
160893,4,1.0
160894,4,1.0
160895,4,1.0
160896,4,1.0
160897,4,1.0
160898,4,1.0
160900,1,0.075
160905,2,0.136
160908,4,1.0
160909,4,0.973
160910,4,0.971
160911,4,1.0
160912,4,1.0
160916,4,1.0
160917,4,1.0
160918,4,1.0
160919,4,1.0
160920,4,1.0
160921,4,1.0
160922,4,1.0
160928,4,1.0
160929,4,1.0
160930,4,0.974
160931,4,1.0
160932,4,1.0
160933,4,1.0
160934,4,1.0
160935,4,1.0
160936,4,1.0
160937,4,1.0
160939,4,1.0
160940,4,1.0
160941,4,1.0
160942,4,1.0
160943,4,1.0
160944,4,1.0
160945,4,0.999
160946,4,0.999
160947,4,1.0
160948,4,1.0
160949,3,0.896
160950,4,0.981
160954,4,1.0
160955,4,1.0
160956,4,1.0
161204,4,1.0
161218,3,0.775
161219,2,0.119
161221,4,1.0
161260,1,0.005
161486,4,1.0
161520,3,0.636
161523,3,0.526
161524,4,0.926
161531,2,0.114
161532,4,1.0
161533,4,1.0
161555,4,1.0
161557,4,1.0
161566,4,1.0
161567,4,1.0
161568,4,1.0
161569,4,1.0
161570,4,0.93
161571,4,1.0
161572,3,0.721
161573,4,1.0
161576,4,1.0
161577,4,1.0
161578,4,1.0
161579,3,0.785
161580,4,0.996
161581,4,1.0
161582,4,1.0
161583,4,1.0
161584,4,1.0
161585,4,1.0
161586,4,1.0
161587,4,1.0
161588,4,1.0
161589,4,1.0
161590,4,1.0
161591,4,1.0
161592,4,1.0
161593,2,0.448
161594,4,1.0
161595,4,1.0
161596,4,1.0
161597,4,1.0
161598,4,1.0
161599,4,1.0
161600,4,1.0
161601,4,1.0
161602,4,1.0
161604,4,1.0
161605,4,1.0
161615,3,0.598
161617,4,1.0
161618,4,1.0
161619,4,1.0
161621,4,1.0
161622,4,1.0
161623,4,1.0
161624,4,1.0
161625,4,1.0
161626,4,1.0
161627,4,1.0
161628,4,1.0
161629,4,1.0
161630,4,1.0
161631,4,1.0
161639,4,1.0
161641,4,1.0
161643,4,1.0
161644,4,0.981
161645,4,0.982
161646,4,1.0
161647,4,1.0
161648,4,0.964
161649,4,1.0
161650,4,0.998
161651,4,1.0
161652,4,1.0
161653,4,1.0
161654,4,1.0
161655,4,1.0
161656,4,1.0
161657,4,0.953
161658,4,0.992
161659,2,0.453
161660,4,0.995
161663,4,0.911
161664,4,1.0
161910,4,1.0
161911,4,1.0
161912,4,1.0
161921,4,1.0
161922,4,0.993
161927,4,1.0
161928,1,0.089
161929,4,1.0
161932,4,1.0
161933,4,1.0
161934,4,1.0
161968,1,0.0
162193,4,1.0
162194,4,0.945
162215,4,0.986
162228,3,0.875
162240,4,0.941
162241,4,1.0
162266,4,1.0
162275,4,0.999
162276,4,0.985
162277,4,1.0
162278,4,1.0
162279,4,1.0
162281,4,1.0
162285,4,1.0
162286,3,0.805
162287,3,0.785
162288,2,0.102
162289,3,0.799
162290,4,1.0
162291,4,1.0
162292,4,1.0
162293,4,1.0
162294,4,1.0
162295,4,1.0
162296,4,1.0
162297,3,0.665
162298,4,1.0
162299,4,1.0
162300,4,1.0
162301,4,1.0
162302,4,1.0
162303,4,1.0
162304,4,1.0
162305,4,1.0
162306,4,1.0
162307,4,1.0
162308,4,1.0
162312,4,1.0
162315,4,1.0
162316,4,1.0
162317,4,1.0
162329,4,1.0
162330,4,1.0
162331,4,1.0
162332,4,1.0
162333,4,1.0
162334,4,1.0
162335,4,1.0
162336,4,1.0
162337,4,1.0
162338,4,1.0
162344,4,1.0
162350,4,1.0
162351,4,1.0
162352,4,1.0
162353,2,0.242
162354,4,1.0
162355,4,1.0
162356,4,1.0
162357,4,1.0
162358,4,1.0
162359,4,1.0
162360,4,1.0
162361,4,1.0
162362,4,1.0
162363,4,1.0
162364,4,1.0
162366,4,1.0
162367,2,0.213
162368,2,0.272
162639,4,1.0
162640,4,0.992
162641,4,1.0
162673,1,0.039
162676,1,0.003
162900,4,1.0
162901,4,0.99
162902,4,1.0
162924,4,1.0
162936,2,0.261
162937,1,0.016
162938,1,0.0
162973,4,1.0
162982,4,1.0
162983,4,1.0
162984,4,1.0
162985,4,0.987
162986,4,0.916
162988,4,0.999
162989,4,1.0
162990,4,1.0
162992,4,1.0
162993,4,1.0
162995,4,1.0
162996,4,1.0
162997,1,0.042
162999,4,1.0
163000,4,1.0
163002,4,1.0
163003,4,1.0
163004,4,1.0
163005,4,1.0
163006,4,1.0
163007,4,1.0
163008,4,1.0
163009,4,1.0
163010,4,1.0
163011,4,1.0
163012,4,1.0
163013,4,1.0
163014,4,1.0
163015,4,1.0
163016,4,1.0
163017,4,1.0
163018,4,1.0
163019,4,1.0
163020,4,1.0
163021,4,1.0
163022,4,1.0
163024,4,1.0
163025,4,1.0
163036,4,1.0
163037,4,1.0
163038,4,1.0
163040,4,1.0
163043,4,1.0
163045,4,1.0
163047,4,1.0
163048,4,1.0
163049,4,1.0
163050,4,1.0
163051,4,1.0
163052,4,1.0
163058,4,1.0
163059,4,1.0
163060,4,1.0
163061,4,1.0
163062,4,1.0
163063,4,1.0
163064,4,1.0
163065,4,1.0
163066,4,1.0
163067,4,1.0
163068,4,1.0
163069,4,1.0
163070,4,1.0
163071,4,1.0
163072,4,1.0
163073,4,1.0
163074,4,1.0
163075,2,0.142
163076,3,0.506
163092,2,0.124
163342,3,0.625
163380,1,0.095
163381,2,0.125
163384,2,0.321
163607,4,1.0
163608,4,1.0
163644,4,1.0
163645,1,0.0
163680,4,1.0
163681,4,1.0
163692,4,1.0
163693,4,1.0
163694,4,0.99
163695,4,1.0
163696,2,0.485
163697,4,1.0
163698,4,1.0
163700,2,0.399
163702,4,1.0
163703,4,1.0
163705,4,0.997
163706,2,0.35
163707,4,1.0
163708,4,1.0
163709,4,1.0
163710,4,1.0
163711,4,1.0
163712,4,1.0
163713,4,1.0
163714,4,1.0
163715,4,1.0
163716,4,0.927
163717,4,1.0
163718,4,1.0
163719,4,1.0
163720,4,1.0
163721,4,1.0
163722,4,1.0
163723,4,1.0
163727,4,1.0
163728,4,1.0
163729,4,1.0
163730,4,1.0
163731,4,1.0
163732,4,1.0
163733,4,1.0
163734,4,1.0
163744,4,1.0
163745,4,1.0
163746,4,1.0
163747,4,1.0
163748,4,1.0
163749,4,1.0
163750,4,1.0
163754,4,1.0
163755,4,1.0
163756,4,1.0
163757,4,1.0
163758,4,1.0
163759,4,1.0
163760,4,1.0
163764,4,1.0
163766,4,1.0
163767,4,1.0
163768,4,1.0
163769,4,1.0
163770,4,1.0
163771,4,1.0
163772,4,1.0
163773,4,0.982
163774,4,1.0
163775,4,1.0
163776,4,1.0
163777,4,1.0
163779,4,0.981
163780,4,0.982
163781,4,1.0
163782,4,1.0
163783,4,1.0
163784,4,1.0
163800,4,1.0
164033,4,1.0
164034,3,0.559
164053,2,0.24
164087,1,0.001
164088,2,0.186
164090,4,0.995
164092,3,0.717
164314,4,1.0
164315,4,1.0
164320,2,0.192
164336,4,0.994
164351,4,1.0
164352,1,0.096
164358,4,0.982
164365,1,0.03
164367,4,1.0
164389,4,1.0
164400,4,1.0
164401,4,1.0
164402,4,1.0
164403,4,1.0
164404,4,1.0
164406,4,1.0
164407,4,0.93
164408,4,1.0
164409,4,1.0
164410,4,1.0
164412,4,1.0
164413,4,1.0
164414,4,1.0
164418,4,0.996
164419,4,1.0
164420,4,1.0
164421,2,0.402
164422,4,1.0
164440,4,1.0
164441,4,1.0
164442,4,1.0
164443,4,1.0
164457,4,1.0
164460,4,1.0
164462,4,1.0
164463,4,1.0
164464,4,1.0
164465,4,1.0
164466,4,1.0
164467,4,1.0
164470,4,1.0
164471,4,1.0
164472,4,1.0
164474,4,1.0
164475,4,1.0
164476,4,1.0
164477,4,1.0
164478,4,1.0
164479,4,1.0
164480,4,1.0
164481,4,1.0
164482,4,1.0
164483,4,1.0
164484,4,1.0
164485,4,1.0
164486,4,1.0
164487,4,1.0
164488,4,1.0
164489,4,0.999
164490,4,1.0
164491,4,1.0
164492,4,0.999
164493,4,1.0
164494,3,0.834
164739,4,1.0
164758,3,0.563
164761,2,0.105
164762,1,0.011
164765,4,0.933
164766,2,0.207
164795,1,0.007
164796,2,0.314
164797,4,1.0
164799,2,0.262
164800,1,0.015
164929,4,1.0
164930,4,1.0
165022,4,1.0
165044,4,1.0
165065,4,0.999
165069,1,0.088
165097,4,1.0
165098,4,1.0
165099,4,1.0
165107,3,0.733
165108,1,0.011
165109,3,0.671
165110,4,1.0
165111,4,1.0
165112,4,1.0
165113,4,1.0
165114,4,1.0
165115,4,1.0
165116,4,1.0
165117,4,1.0
165118,4,1.0
165120,4,1.0
165122,4,1.0
165124,4,1.0
165127,4,1.0
165129,4,1.0
165131,4,1.0
165152,4,1.0
165165,4,1.0
165173,4,1.0
165174,4,1.0
165175,4,1.0
165176,4,1.0
165177,4,1.0
165178,4,1.0
165179,4,1.0
165180,4,1.0
165181,4,1.0
165182,4,1.0
165183,4,1.0
165184,4,1.0
165185,4,1.0
165186,4,1.0
165187,4,1.0
165188,4,1.0
165189,4,1.0
165190,4,1.0
165191,4,1.0
165192,4,1.0
165193,4,1.0
165194,4,1.0
165195,4,1.0
165196,4,1.0
165197,4,1.0
165198,4,1.0
165200,4,1.0
165201,4,1.0
165202,1,0.045
165218,4,1.0
165455,4,1.0
165458,4,1.0
165503,1,0.019
165504,2,0.146
165505,1,0.034
165506,1,0.032
165507,1,0.043
165635,4,1.0
165636,2,0.42
165638,1,0.061
165730,4,0.997
165742,4,1.0
165760,4,1.0
165780,4,1.0
165808,4,1.0
165809,4,1.0
165815,3,0.875
165816,1,0.017
165817,3,0.642
165818,3,0.623
165819,3,0.714
165820,4,1.0
165821,2,0.242
165822,2,0.233
165823,2,0.307
165824,3,0.824
165825,4,1.0
165826,4,1.0
165827,4,1.0
165830,4,1.0
165836,3,0.723
165873,4,1.0
165878,4,1.0
165879,4,1.0
165881,4,1.0
165882,4,1.0
165885,4,1.0
165886,4,1.0
165887,4,1.0
165888,4,1.0
165889,4,1.0
165892,4,1.0
165893,4,1.0
165894,4,1.0
165895,4,1.0
165896,4,1.0
165897,4,1.0
165898,4,1.0
165899,4,1.0
165900,4,1.0
165901,4,0.988
165902,4,1.0
165903,4,1.0
165904,4,1.0
165905,4,1.0
165907,4,1.0
165908,2,0.158
165909,4,1.0
165910,2,0.196
165911,3,0.729
165912,4,1.0
166164,2,0.202
166175,3,0.779
166183,4,0.942
166211,4,1.0
166212,4,1.0
166213,1,0.027
166214,1,0.008
166215,3,0.758
166341,3,0.868
166349,4,1.0
166438,3,0.694
166473,4,1.0
166478,1,0.053
166479,3,0.835
166484,2,0.487
166517,4,1.0
166518,4,1.0
166525,1,0.021
166526,2,0.182
166527,1,0.095
166528,3,0.813
166529,3,0.556
166530,2,0.259
166531,1,0.0
166532,2,0.214
166533,2,0.436
166534,1,0.028
166535,4,1.0
166536,4,1.0
166585,4,1.0
166586,4,1.0
166587,4,1.0
166588,4,1.0
166590,4,1.0
166594,4,1.0
166599,4,1.0
166600,4,1.0
166601,4,1.0
166602,4,1.0
166603,4,1.0
166604,4,1.0
166605,4,1.0
166607,4,1.0
166608,4,1.0
166609,4,1.0
166610,4,1.0
166611,3,0.506
166612,4,1.0
166613,4,1.0
166614,4,1.0
166615,4,1.0
166616,4,0.986
166617,4,0.996
166618,4,1.0
166619,4,1.0
166620,4,1.0
166862,2,0.264
166863,2,0.472
166883,3,0.77
166887,1,0.02
166888,2,0.203
166894,4,0.906
166895,1,0.007
166920,4,1.0
166922,4,0.991
166923,1,0.007
167146,4,0.994
167147,4,1.0
167180,3,0.546
